,Year,Country,Fatal,Decade
0,2018,USA,N,2010.0
1,2018,USA,N,2010.0
2,2018,USA,N,2010.0
3,2018,AUSTRALIA,N,2010.0
4,2018,MEXICO,N,2010.0
5,2018,AUSTRALIA,N,2010.0
6,2018,BRAZIL,Y,2010.0
7,2018,USA,N,2010.0
8,2018,USA,N,2010.0
9,2018,USA,N,2010.0
10,2018,AUSTRALIA,N,2010.0
11,2018,USA,N,2010.0
12,2018,USA,N,2010.0
13,2018,ENGLAND,N,2010.0
14,2018,AUSTRALIA,N,2010.0
15,2018,SOUTH AFRICA,N,2010.0
16,2018,AUSTRALIA,N,2010.0
17,2018,THAILAND,N,2010.0
18,2018,COSTA RICA,N,2010.0
19,2018,AUSTRALIA,N,2010.0
20,2018,AUSTRALIA,N,2010.0
21,2018,AUSTRALIA,N,2010.0
22,2018,AUSTRALIA,N,2010.0
23,2018,MALDIVES,N,2010.0
24,2018,SOUTH AFRICA,N,2010.0
25,2018,USA,N,2010.0
26,2018,THAILAND,N,2010.0
28,2018,AUSTRALIA,N,2010.0
29,2018,AUSTRALIA,N,2010.0
30,2018,BAHAMAS,N,2010.0
31,2018,BRAZIL,N,2010.0
32,2018,NEW CALEDONIA,N,2010.0
33,2018,BAHAMAS,N,2010.0
34,2018,SOUTH AFRICA,N,2010.0
35,2018,USA,N,2010.0
36,2018,AUSTRALIA,N,2010.0
37,2018,AUSTRALIA,N,2010.0
38,2018,AUSTRALIA,N,2010.0
39,2018,SOUTH AFRICA,N,2010.0
40,2018,AUSTRALIA,N,2010.0
41,2018,AUSTRALIA,N,2010.0
42,2018,AUSTRALIA,N,2010.0
43,2018,AUSTRALIA,N,2010.0
44,2018,BRAZIL,N,2010.0
45,2018,ECUADOR,N,2010.0
46,2018,AUSTRALIA,N,2010.0
47,2018,AUSTRALIA,N,2010.0
48,2018,NEW CALEDONIA,N,2010.0
49,2018,AUSTRALIA,N,2010.0
50,2018,AUSTRALIA,N,2010.0
51,2018,BRAZIL,N,2010.0
52,2018,AUSTRALIA,N,2010.0
53,2017,USA,N,2010.0
54,2017,USA,N,2010.0
55,2017,MALAYSIA,N,2010.0
56,2017,BAHAMAS,N,2010.0
57,2017,COSTA RICA,N,2010.0
58,2017,COSTA RICA,Y,2010.0
59,2017,LIBYA,Y,2010.0
60,2017,USA,N,2010.0
61,2017,USA,N,2010.0
63,2017,AUSTRALIA,N,2010.0
64,2017,CUBA,Y,2010.0
65,2017,AUSTRALIA,N,2010.0
66,2017,AUSTRALIA,N,2010.0
67,2017,USA,N,2010.0
68,2017,MAURITIUS,N,2010.0
69,2017,USA,N,2010.0
70,2017,USA,N,2010.0
71,2017,AUSTRALIA,N,2010.0
72,2017,NEW ZEALAND,N,2010.0
73,2017,USA,N,2010.0
74,2017,USA,N,2010.0
75,2017,USA,N,2010.0
77,2017,USA,N,2010.0
78,2017,AUSTRALIA,N,2010.0
80,2017,USA,N,2010.0
81,2017,USA,N,2010.0
82,2017,SPAIN,N,2010.0
83,2017,USA,N,2010.0
85,2017,SAMOA,N,2010.0
86,2017,AUSTRALIA,N,2010.0
87,2017,USA,N,2010.0
88,2017,AUSTRALIA,N,2010.0
89,2017,AUSTRALIA,N,2010.0
90,2017,SOLOMON ISLANDS,N,2010.0
91,2017,SOUTH AFRICA,Y,2010.0
92,2017,JAPAN,N,2010.0
93,2017,USA,N,2010.0
94,2017,USA,N,2010.0
95,2017,USA,N,2010.0
96,2017,AUSTRALIA,N,2010.0
97,2017,USA,N,2010.0
99,2017,NEW ZEALAND,N,2010.0
100,2017,USA,N,2010.0
101,2017,BAHAMAS,N,2010.0
102,2017,USA,N,2010.0
103,2017,EGYPT,N,2010.0
104,2017,USA,N,2010.0
105,2017,USA,N,2010.0
106,2017,USA,N,2010.0
108,2017,USA,N,2010.0
109,2017,BAHAMAS,N,2010.0
110,2017,BAHAMAS,N,2010.0
111,2017,"ST HELENA, British overseas territory",N,2010.0
112,2017,USA,N,2010.0
113,2017,SPAIN,N,2010.0
114,2017,USA,N,2010.0
116,2017,USA,N,2010.0
117,2017,USA,N,2010.0
118,2017,USA,N,2010.0
119,2017,AUSTRALIA,N,2010.0
120,2017,USA,N,2010.0
121,2017,USA,N,2010.0
122,2017,MEXICO,N,2010.0
123,2017,SOUTH AFRICA,N,2010.0
126,2017,USA,N,2010.0
127,2017,USA,N,2010.0
128,2017,USA,N,2010.0
129,2017,REUNION,N,2010.0
130,2017,SPAIN,N,2010.0
131,2017,FRENCH POLYNESIA,N,2010.0
132,2017,BAHAMAS,N,2010.0
133,2017,AUSTRALIA,N,2010.0
134,2017,AUSTRALIA,N,2010.0
135,2017,USA,N,2010.0
136,2017,UNITED KINGDOM,N,2010.0
137,2017,USA,N,2010.0
138,2017,BAHAMAS,N,2010.0
139,2017,USA,N,2010.0
140,2017,USA,N,2010.0
141,2017,AUSTRALIA,N,2010.0
142,2017,UNITED ARAB EMIRATES,N,2010.0
143,2017,AUSTRALIA,N,2010.0
144,2017,MEXICO,Y,2010.0
146,2017,USA,N,2010.0
147,2017,SOUTH AFRICA,N,2010.0
148,2017,USA,N,2010.0
149,2017,REUNION,Y,2010.0
150,2017,NEW ZEALAND,N,2010.0
152,2017,"ST HELENA, British overseas territory",N,2010.0
154,2017,USA,N,2010.0
155,2017,AUSTRALIA,Y,2010.0
156,2017,USA,N,2010.0
157,2017,USA,N,2010.0
158,2017,USA,N,2010.0
160,2017,USA,N,2010.0
161,2017,USA,N,2010.0
162,2017,USA,N,2010.0
163,2017,USA,N,2010.0
164,2017,USA,N,2010.0
165,2017,AUSTRALIA,N,2010.0
166,2017,USA,N,2010.0
167,2017,USA,N,2010.0
168,2017,AUSTRALIA,N,2010.0
169,2017,USA,N,2010.0
170,2017,PHILIPPINES,N,2010.0
171,2017,BAHAMAS,N,2010.0
172,2017,AUSTRALIA,N,2010.0
173,2017,AUSTRALIA,N,2010.0
174,2017,REUNION,Y,2010.0
175,2017,AUSTRALIA,N,2010.0
176,2017,USA,N,2010.0
177,2017,BRAZIL,N,2010.0
178,2017,SOUTH AFRICA,N,2010.0
179,2017,USA,N,2010.0
180,2017,BAHAMAS,N,2010.0
181,2017,BRAZIL,N,2010.0
182,2017,USA,N,2010.0
183,2017,AUSTRALIA,N,2010.0
184,2017,AUSTRALIA,N,2010.0
185,2017,USA,N,2010.0
186,2017,INDONESIA,N,2010.0
188,2017,USA,N,2010.0
190,2016,USA,N,2010.0
191,2016,AUSTRALIA,N,2010.0
192,2016,SOUTH AFRICA,N,2010.0
193,2016,AUSTRALIA,N,2010.0
194,2016,FRENCH POLYNESIA,N,2010.0
196,2016,AUSTRALIA,N,2010.0
197,2016,AUSTRALIA,N,2010.0
198,2016,AUSTRALIA,N,2010.0
199,2016,USA,N,2010.0
200,2016,USA,N,2010.0
201,2016,USA,N,2010.0
202,2016,AUSTRALIA,N,2010.0
203,2016,USA,N,2010.0
204,2016,AUSTRALIA,N,2010.0
205,2016,USA,N,2010.0
207,2016,AUSTRALIA,N,2010.0
208,2016,USA,N,2010.0
209,2016,USA,N,2010.0
210,2016,USA,N,2010.0
211,2016,AUSTRALIA,N,2010.0
212,2016,USA,N,2010.0
213,2016,USA,N,2010.0
214,2016,USA,N,2010.0
215,2016,USA,N,2010.0
216,2016,AUSTRALIA,N,2010.0
217,2016,AUSTRALIA,N,2010.0
218,2016,AUSTRALIA,N,2010.0
219,2016,USA,N,2010.0
220,2016,USA,N,2010.0
221,2016,NEW CALEDONIA,Y,2010.0
222,2016,USA,N,2010.0
223,2016,AUSTRALIA,N,2010.0
224,2016,USA,N,2010.0
225,2016,USA,N,2010.0
227,2016,USA,N,2010.0
228,2016,USA,N,2010.0
229,2016,REUNION,N,2010.0
230,2016,USA,N,2010.0
231,2016,BAHAMAS,N,2010.0
232,2016,USA,N,2010.0
233,2016,USA,N,2010.0
234,2016,SPAIN,N,2010.0
235,2016,CHINA,N,2010.0
236,2016,AUSTRALIA,N,2010.0
237,2016,USA,N,2010.0
238,2016,AUSTRALIA,N,2010.0
239,2016,JAPAN,N,2010.0
240,2016,AUSTRALIA,N,2010.0
241,2016,BAHAMAS,N,2010.0
242,2016,AUSTRALIA,N,2010.0
243,2016,USA,N,2010.0
244,2016,USA,N,2010.0
245,2016,USA,N,2010.0
246,2016,USA,N,2010.0
247,2016,USA,N,2010.0
248,2016,BAHAMAS,N,2010.0
249,2016,SPAIN,N,2010.0
250,2016,USA,N,2010.0
251,2016,USA,N,2010.0
252,2016,USA,N,2010.0
253,2016,USA,N,2010.0
254,2016,AUSTRALIA,N,2010.0
255,2016,USA,N,2010.0
256,2016,USA,N,2010.0
257,2016,COLUMBIA,N,2010.0
258,2016,SOUTH AFRICA,N,2010.0
259,2016,USA,N,2010.0
260,2016,USA,N,2010.0
261,2016,USA,N,2010.0
262,2016,AUSTRALIA,N,2010.0
263,2016,USA,N,2010.0
264,2016,USA,N,2010.0
266,2016,USA,N,2010.0
267,2016,AUSTRALIA,Y,2010.0
268,2016,EGYPT,N,2010.0
270,2016,NEW CALEDONIA,N,2010.0
271,2016,AUSTRALIA,Y,2010.0
272,2016,USA,N,2010.0
273,2016,USA,N,2010.0
274,2016,USA,N,2010.0
275,2016,USA,N,2010.0
276,2016,USA,N,2010.0
277,2016,USA,N,2010.0
278,2016,USA,N,2010.0
279,2016,USA,N,2010.0
280,2016,NEW ZEALAND,N,2010.0
281,2016,INDONESIA,N,2010.0
282,2016,USA,N,2010.0
283,2016,SOUTH AFRICA,N,2010.0
284,2016,AUSTRALIA,N,2010.0
285,2016,FRENCH POLYNESIA,N,2010.0
286,2016,FRENCH POLYNESIA,N,2010.0
287,2016,USA,N,2010.0
288,2016,NEW CALEDONIA,Y,2010.0
290,2016,USA,N,2010.0
292,2016,USA,N,2010.0
293,2016,AUSTRALIA,N,2010.0
295,2016,AUSTRALIA,N,2010.0
296,2016,BAHAMAS,N,2010.0
298,2016,USA,N,2010.0
299,2016,FIJI,Y,2010.0
300,2016,USA,N,2010.0
301,2016,AUSTRALIA,N,2010.0
302,2016,BRAZIL,N,2010.0
303,2016,NEW CALEDONIA,N,2010.0
304,2016,NEW CALEDONIA,N,2010.0
305,2016,DOMINICAN REPUBLIC,N,2010.0
308,2016,AUSTRALIA,N,2010.0
309,2016,AUSTRALIA,N,2010.0
310,2016,BRAZIL,N,2010.0
311,2016,SOUTH AFRICA,N,2010.0
312,2016,USA,N,2010.0
313,2016,USA,N,2010.0
314,2016,USA,N,2010.0
315,2016,UNITED ARAB EMIRATES,N,2010.0
316,2016,USA,N,2010.0
317,2016,AUSTRALIA,N,2010.0
318,2016,AUSTRALIA,N,2010.0
319,2016,AUSTRALIA,N,2010.0
320,2015,SOUTH AFRICA,N,2010.0
321,2015,SPAIN,N,2010.0
322,2015,USA,N,2010.0
323,2015,AUSTRALIA,N,2010.0
324,2015,BRAZIL,N,2010.0
325,2015,ARUBA,Y,2010.0
326,2015,AUSTRALIA,N,2010.0
327,2015,BAHAMAS,N,2010.0
328,2015,SOUTH AFRICA,N,2010.0
329,2015,ECUADOR,N,2010.0
330,2015,USA,N,2010.0
331,2015,USA,N,2010.0
332,2015,USA,N,2010.0
333,2015,AUSTRALIA,N,2010.0
335,2015,USA,N,2010.0
336,2015,USA,N,2010.0
337,2015,MOZAMBIQUE,N,2010.0
338,2015,AUSTRALIA,N,2010.0
339,2015,USA,N,2010.0
340,2015,SOUTH AFRICA,N,2010.0
341,2015,USA,N,2010.0
342,2015,USA,N,2010.0
343,2015,MOZAMBIQUE,Y,2010.0
345,2015,USA,N,2010.0
346,2015,USA,N,2010.0
347,2015,USA,N,2010.0
348,2015,USA,N,2010.0
349,2015,MOZAMBIQUE,N,2010.0
350,2015,AUSTRALIA,N,2010.0
351,2015,USA,N,2010.0
352,2015,USA,N,2010.0
353,2015,USA,N,2010.0
354,2015,USA,N,2010.0
355,2015,AUSTRALIA,N,2010.0
356,2015,USA,N,2010.0
357,2015,USA,N,2010.0
358,2015,USA,N,2010.0
359,2015,USA,N,2010.0
360,2015,USA,N,2010.0
361,2015,USA,N,2010.0
362,2015,USA,N,2010.0
363,2015,USA,N,2010.0
364,2015,AUSTRALIA,N,2010.0
365,2015,USA,N,2010.0
366,2015,USA,N,2010.0
367,2015,AUSTRALIA,N,2010.0
368,2015,USA,N,2010.0
369,2015,THAILAND,N,2010.0
370,2015,FIJI,N,2010.0
371,2015,USA,N,2010.0
372,2015,USA,N,2010.0
374,2015,AUSTRALIA,N,2010.0
375,2015,USA,N,2010.0
376,2015,USA,N,2010.0
377,2015,USA,N,2010.0
379,2015,USA,N,2010.0
380,2015,AUSTRALIA,N,2010.0
381,2015,COSTA RICA,N,2010.0
383,2015,USA,N,2010.0
385,2015,AUSTRALIA,Y,2010.0
386,2015,USA,N,2010.0
387,2015,AUSTRALIA,N,2010.0
388,2015,REUNION,N,2010.0
389,2015,SOUTH AFRICA,N,2010.0
390,2015,USA,N,2010.0
393,2015,BAHAMAS,N,2010.0
394,2015,USA,N,2010.0
395,2015,AUSTRALIA,N,2010.0
396,2015,AUSTRALIA,N,2010.0
397,2015,USA,N,2010.0
398,2015,AUSTRALIA,N,2010.0
399,2015,USA,N,2010.0
400,2015,USA,N,2010.0
401,2015,SOUTH AFRICA,N,2010.0
403,2015,SOUTH AFRICA,N,2010.0
404,2015,USA,N,2010.0
405,2015,AUSTRALIA,N,2010.0
406,2015,USA,N,2010.0
407,2015,USA,N,2010.0
408,2015,AUSTRALIA,N,2010.0
409,2015,USA,N,2010.0
410,2015,PUERTO RICO,N,2010.0
411,2015,USA,N,2010.0
412,2015,USA,N,2010.0
413,2015,USA,N,2010.0
414,2015,USA,N,2010.0
415,2015,USA,N,2010.0
416,2015,USA,N,2010.0
417,2015,USA,N,2010.0
418,2015,REUNION,N,2010.0
419,2015,USA,N,2010.0
420,2015,USA,N,2010.0
421,2015,FRENCH POLYNESIA,N,2010.0
422,2015,USA,N,2010.0
423,2015,USA,N,2010.0
424,2015,USA,N,2010.0
425,2015,NEW CALEDONIA,Y,2010.0
426,2015,USA,N,2010.0
427,2015,AUSTRALIA,N,2010.0
428,2015,SOUTH AFRICA,N,2010.0
429,2015,USA,Y,2010.0
430,2015,USA,N,2010.0
431,2015,AUSTRALIA,N,2010.0
432,2015,AUSTRALIA,N,2010.0
433,2015,USA,N,2010.0
434,2015,REUNION,Y,2010.0
435,2015,AUSTRALIA,N,2010.0
436,2015,USA,N,2010.0
439,2015,SOUTH AFRICA,N,2010.0
440,2015,EGYPT,Y,2010.0
441,2015,USA,N,2010.0
442,2015,FRENCH POLYNESIA,N,2010.0
443,2015,AUSTRALIA,N,2010.0
444,2015,MEXICO,N,2010.0
445,2015,FRENCH POLYNESIA,N,2010.0
446,2015,ATLANTIC OCEAN,N,2010.0
447,2015,REUNION,Y,2010.0
448,2015,AUSTRALIA,Y,2010.0
449,2015,AUSTRALIA,N,2010.0
450,2015,AUSTRALIA,N,2010.0
451,2015,AUSTRALIA,N,2010.0
452,2015,USA,N,2010.0
453,2015,AUSTRALIA,N,2010.0
454,2015,SOUTH AFRICA,N,2010.0
455,2015,USA,N,2010.0
457,2015,AUSTRALIA,N,2010.0
458,2015,AUSTRALIA,N,2010.0
460,2015,BAHAMAS,N,2010.0
461,2015,SOUTH AFRICA,N,2010.0
462,2015,USA,N,2010.0
463,2014,AUSTRALIA,N,2010.0
464,2014,AUSTRALIA,Y,2010.0
465,2014,GREECE,N,2010.0
467,2014,USA,N,2010.0
468,2014,AUSTRALIA,N,2010.0
469,2014,JAPAN,N,2010.0
470,2014,AUSTRALIA,Y,2010.0
471,2014,SPAIN,N,2010.0
472,2014,AUSTRALIA,N,2010.0
473,2014,MAURITIUS,Y,2010.0
474,2014,AUSTRALIA,N,2010.0
475,2014,USA,N,2010.0
476,2014,USA,N,2010.0
477,2014,USA,N,2010.0
478,2014,AUSTRALIA,N,2010.0
479,2014,USA,N,2010.0
480,2014,USA,N,2010.0
481,2014,AUSTRALIA,N,2010.0
482,2014,USA,N,2010.0
483,2014,USA,N,2010.0
484,2014,USA,N,2010.0
485,2014,USA,N,2010.0
486,2014,AUSTRALIA,N,2010.0
487,2014,USA,N,2010.0
488,2014,USA,N,2010.0
489,2014,AUSTRALIA,N,2010.0
490,2014,USA,N,2010.0
491,2014,USA,N,2010.0
492,2014,USA,N,2010.0
493,2014,USA,N,2010.0
494,2014,USA,N,2010.0
495,2014,USA,N,2010.0
496,2014,AUSTRALIA,N,2010.0
497,2014,USA,N,2010.0
498,2014,FRENCH POLYNESIA,N,2010.0
500,2014,AUSTRALIA,Y,2010.0
501,2014,USA,N,2010.0
502,2014,USA,N,2010.0
503,2014,USA,N,2010.0
504,2014,SPAIN,N,2010.0
505,2014,USA,N,2010.0
506,2014,USA,N,2010.0
508,2014,USA,N,2010.0
509,2014,SPAIN,N,2010.0
510,2014,USA,N,2010.0
511,2014,USA,N,2010.0
512,2014,USA,N,2010.0
513,2014,USA,N,2010.0
514,2014,AUSTRALIA,N,2010.0
515,2014,USA,N,2010.0
516,2014,USA,N,2010.0
517,2014,BAHAMAS,N,2010.0
518,2014,USA,N,2010.0
519,2014,USA,N,2010.0
520,2014,USA,N,2010.0
521,2014,USA,N,2010.0
522,2014,USA,N,2010.0
523,2014,USA,N,2010.0
524,2014,SOUTH AFRICA,N,2010.0
526,2014,USA,N,2010.0
527,2014,REUNION,N,2010.0
528,2014,USA,N,2010.0
529,2014,SPAIN,N,2010.0
530,2014,USA,N,2010.0
531,2014,USA,N,2010.0
533,2014,USA,N,2010.0
534,2014,USA,N,2010.0
535,2014,USA,N,2010.0
536,2014,USA,N,2010.0
537,2014,USA,N,2010.0
538,2014,ST. MARTIN,N,2010.0
539,2014,BAHAMAS,N,2010.0
540,2014,AUSTRALIA,N,2010.0
541,2014,AUSTRALIA,N,2010.0
542,2014,AUSTRALIA,N,2010.0
543,2014,BRAZIL,N,2010.0
544,2014,USA,N,2010.0
545,2014,AUSTRALIA,N,2010.0
546,2014,JAPAN,N,2010.0
547,2014,USA,N,2010.0
548,2014,USA,N,2010.0
549,2014,AUSTRALIA,N,2010.0
550,2014,USA,N,2010.0
551,2014,AUSTRALIA,N,2010.0
552,2014,FRANCE,N,2010.0
553,2014,AUSTRALIA,N,2010.0
554,2014,USA,N,2010.0
555,2014,AUSTRALIA,N,2010.0
556,2014,USA,N,2010.0
557,2014,USA,N,2010.0
559,2014,USA,N,2010.0
560,2014,SOUTH AFRICA,N,2010.0
561,2014,USA,N,2010.0
562,2014,AUSTRALIA,N,2010.0
563,2014,USA,N,2010.0
564,2014,USA,N,2010.0
565,2014,SOUTH AFRICA,N,2010.0
566,2014,SOUTH AFRICA,N,2010.0
567,2014,USA,N,2010.0
568,2014,USA,N,2010.0
569,2014,AUSTRALIA,Y,2010.0
571,2014,SOUTH AFRICA,Y,2010.0
572,2014,USA,N,2010.0
573,2014,USA,N,2010.0
574,2014,NEW CALEDONIA,N,2010.0
575,2014,AUSTRALIA,N,2010.0
577,2014,AUSTRALIA,N,2010.0
579,2014,USA,N,2010.0
580,2014,FRENCH POLYNESIA,N,2010.0
581,2014,PAPUA NEW GUINEA,N,2010.0
582,2014,AUSTRALIA,Y,2010.0
583,2014,TRINIDAD & TOBAGO,N,2010.0
584,2014,NEW ZEALAND,N,2010.0
585,2014,AUSTRALIA,N,2010.0
586,2014,NEW ZEALAND,N,2010.0
587,2014,JAPAN,N,2010.0
588,2014,USA,N,2010.0
589,2014,NEW ZEALAND,N,2010.0
590,2013,NEW CALEDONIA,N,2010.0
591,2013,SOUTH AFRICA,N,2010.0
592,2013,KIRIBATI,N,2010.0
593,2013,USA,N,2010.0
594,2013,USA,N,2010.0
595,2013,AUSTRALIA,N,2010.0
596,2013,USA,Y,2010.0
597,2013,AUSTRALIA,Y,2010.0
598,2013,USA,N,2010.0
599,2013,AUSTRALIA,Y,2010.0
600,2013,USA,N,2010.0
601,2013,AUSTRALIA,N,2010.0
602,2013,BAHAMAS,N,2010.0
603,2013,USA,N,2010.0
604,2013,USA,N,2010.0
605,2013,USA,N,2010.0
606,2013,AUSTRALIA,N,2010.0
607,2013,REUNION,N,2010.0
608,2013,AUSTRALIA,N,2010.0
609,2013,AUSTRALIA,N,2010.0
610,2013,USA,N,2010.0
611,2013,USA,N,2010.0
612,2013,USA,N,2010.0
613,2013,SOUTH AFRICA,Y,2010.0
614,2013,AUSTRALIA,N,2010.0
615,2013,USA,N,2010.0
616,2013,USA,N,2010.0
617,2013,USA,N,2010.0
618,2013,ISRAEL,N,2010.0
619,2013,USA,N,2010.0
620,2013,USA,N,2010.0
621,2013,USA,N,2010.0
622,2013,USA,N,2010.0
623,2013,USA,N,2010.0
624,2013,USA,UNKNOWN,2010.0
625,2013,USA,N,2010.0
626,2013,USA,N,2010.0
627,2013,USA,N,2010.0
628,2013,USA,N,2010.0
629,2013,BAHAMAS,N,2010.0
630,2013,USA,N,2010.0
631,2013,BAHAMAS,N,2010.0
632,2013,USA,N,2010.0
634,2013,FRANCE,N,2010.0
635,2013,USA,N,2010.0
636,2013,AUSTRALIA,N,2010.0
637,2013,USA,N,2010.0
638,2013,USA,N,2010.0
639,2013,USA,Y,2010.0
640,2013,USA,N,2010.0
641,2013,USA,N,2010.0
642,2013,SOUTH AFRICA,N,2010.0
643,2013,USA,N,2010.0
644,2013,USA,N,2010.0
645,2013,USA,N,2010.0
646,2013,BAHAMAS,N,2010.0
647,2013,MEXICO,N,2010.0
648,2013,USA,N,2010.0
649,2013,BAHAMAS,N,2010.0
650,2013,BAHAMAS,N,2010.0
651,2013,BRAZIL,Y,2010.0
652,2013,USA,N,2010.0
653,2013,USA,N,2010.0
654,2013,REUNION,Y,2010.0
655,2013,DIEGO GARCIA,Y,2010.0
656,2013,USA,N,2010.0
658,2013,AUSTRALIA,N,2010.0
659,2013,TAIWAN,N,2010.0
661,2013,USA,N,2010.0
662,2013,USA,N,2010.0
663,2013,USA,N,2010.0
664,2013,USA,N,2010.0
665,2013,USA,N,2010.0
666,2013,SOUTH AFRICA,N,2010.0
667,2013,USA,N,2010.0
668,2013,USA,N,2010.0
669,2013,USA,N,2010.0
670,2013,AUSTRALIA,N,2010.0
671,2013,USA,N,2010.0
672,2013,USA,N,2010.0
673,2013,BRAZIL,Y,2010.0
674,2013,PALESTINIAN TERRITORIES,N,2010.0
675,2013,ECUADOR,N,2010.0
677,2013,REUNION,Y,2010.0
678,2013,USA,N,2010.0
679,2013,AUSTRALIA,N,2010.0
680,2013,MEXICO,N,2010.0
681,2013,AUSTRALIA,N,2010.0
682,2013,USA,N,2010.0
683,2013,SOUTH AFRICA,N,2010.0
684,2013,USA,N,2010.0
685,2013,GUAM,Y,2010.0
686,2013,FRENCH POLYNESIA,N,2010.0
687,2013,USA,N,2010.0
689,2013,USA,N,2010.0
691,2013,SEYCHELLES,N,2010.0
692,2013,BELIZE,N,2010.0
693,2013,BAHAMAS,N,2010.0
694,2013,SOUTH AFRICA,N,2010.0
695,2013,SOUTH AFRICA,N,2010.0
696,2013,JAMAICA,Y,2010.0
697,2013,AUSTRALIA,N,2010.0
698,2013,PHILIPPINES,N,2010.0
699,2013,SOUTH AFRICA,N,2010.0
700,2013,NEW ZEALAND,Y,2010.0
701,2013,USA,N,2010.0
702,2013,USA,N,2010.0
703,2013,USA,N,2010.0
704,2013,FRENCH POLYNESIA,N,2010.0
705,2013,JAMAICA,N,2010.0
706,2013,AUSTRALIA,N,2010.0
707,2013,AUSTRALIA,N,2010.0
709,2013,USA,N,2010.0
710,2013,NEW ZEALAND,N,2010.0
711,2013,AUSTRALIA,N,2010.0
712,2012,USA,N,2010.0
713,2012,AUSTRALIA,N,2010.0
714,2012,AUSTRALIA,N,2010.0
715,2012,SOUTH AFRICA,Y,2010.0
716,2012,AUSTRALIA,N,2010.0
717,2012,USA,N,2010.0
718,2012,AUSTRALIA,N,2010.0
719,2012,NEW ZEALAND,N,2010.0
720,2012,USA,N,2010.0
722,2012,MEXICO,Y,2010.0
723,2012,USA,N,2010.0
724,2012,USA,N,2010.0
725,2012,USA,N,2010.0
726,2012,USA,N,2010.0
727,2012,USA,N,2010.0
728,2012,USA,Y,2010.0
729,2012,USA,N,2010.0
730,2012,USA,N,2010.0
731,2012,USA,N,2010.0
733,2012,NIGERIA,N,2010.0
734,2012,USA,N,2010.0
735,2012,AUSTRALIA,N,2010.0
736,2012,USA,N,2010.0
737,2012,USA,N,2010.0
738,2012,USA,N,2010.0
739,2012,TONGA,N,2010.0
740,2012,USA,N,2010.0
741,2012,USA,N,2010.0
742,2012,USA,N,2010.0
743,2012,USA,N,2010.0
744,2012,USA,N,2010.0
745,2012,USA,N,2010.0
746,2012,USA,N,2010.0
747,2012,USA,N,2010.0
748,2012,USA,N,2010.0
749,2012,SCOTLAND,N,2010.0
750,2012,AUSTRALIA,N,2010.0
751,2012,BRAZIL,Y,2010.0
752,2012,USA,N,2010.0
753,2012,AUSTRALIA,N,2010.0
754,2012,USA,N,2010.0
755,2012,REUNION,N,2010.0
756,2012,FRENCH POLYNESIA,N,2010.0
757,2012,USA,N,2010.0
758,2012,AUSTRALIA,N,2010.0
759,2012,USA,N,2010.0
760,2012,USA,N,2010.0
762,2012,REUNION,Y,2010.0
765,2012,AUSTRALIA,Y,2010.0
766,2012,USA,N,2010.0
767,2012,BAHAMAS,N,2010.0
769,2012,USA,N,2010.0
770,2012,SOUTH AFRICA,N,2010.0
772,2012,USA,N,2010.0
773,2012,USA,N,2010.0
774,2012,USA,N,2010.0
775,2012,AUSTRALIA,N,2010.0
776,2012,USA,N,2010.0
777,2012,AUSTRALIA,N,2010.0
779,2012,USA,N,2010.0
780,2012,USA,N,2010.0
781,2012,USA,N,2010.0
782,2012,USA,N,2010.0
783,2012,USA,N,2010.0
784,2012,USA,N,2010.0
785,2012,AUSTRALIA,N,2010.0
786,2012,ITALY,N,2010.0
787,2012,AUSTRALIA,N,2010.0
788,2012,USA,N,2010.0
789,2012,USA,N,2010.0
790,2012,USA,N,2010.0
791,2012,MEXICO,N,2010.0
792,2012,USA,N,2010.0
793,2012,USA,N,2010.0
794,2012,FIJI,N,2010.0
795,2012,USA,N,2010.0
796,2012,USA,N,2010.0
797,2012,USA,N,2010.0
798,2012,USA,N,2010.0
799,2012,SOUTH AFRICA,Y,2010.0
800,2012,AUSTRALIA,N,2010.0
801,2012,USA,N,2010.0
802,2012,USA,N,2010.0
803,2012,AUSTRALIA,Y,2010.0
804,2012,USA,N,2010.0
805,2012,AUSTRALIA,N,2010.0
806,2012,AUSTRALIA,N,2010.0
807,2012,USA,N,2010.0
808,2012,USA,N,2010.0
809,2012,USA,N,2010.0
810,2012,NEW ZEALAND,N,2010.0
811,2012,AUSTRALIA,N,2010.0
812,2012,REUNION,N,2010.0
813,2012,USA,N,2010.0
815,2012,CHILE,N,2010.0
816,2012,USA,N,2010.0
817,2012,AUSTRALIA,N,2010.0
818,2012,SOUTH AFRICA,N,2010.0
819,2012,AUSTRALIA,N,2010.0
820,2012,USA,N,2010.0
821,2012,AUSTRALIA,N,2010.0
822,2012,BAHAMAS,N,2010.0
823,2012,TAIWAN,N,2010.0
824,2012,AUSTRALIA,N,2010.0
825,2012,SOUTH AFRICA,Y,2010.0
826,2012,USA,N,2010.0
827,2012,AUSTRALIA,N,2010.0
828,2012,AUSTRALIA,N,2010.0
829,2011,USA,N,2010.0
831,2011,ECUADOR,N,2010.0
832,2011,USA,N,2010.0
833,2011,USA,N,2010.0
834,2011,SOUTH AFRICA,N,2010.0
835,2011,AUSTRALIA,N,2010.0
837,2011,AUSTRALIA,N,2010.0
838,2011,USA,N,2010.0
840,2011,AUSTRALIA,N,2010.0
841,2011,INDONESIA,N,2010.0
