,Year,Country,Fatal,Decade
5804,1882,AUSTRALIA,N,
5807,1881,USA,Y,
5809,1881,USA,N,
5811,1881,USA,Y,
5812,1881,INDIA,Y,
5813,1881,ITALY,N,
5814,1880,AUSTRALIA,Y,
5815,1880,AUSTRALIA,Y,
5816,1880,MOZAMBIQUE,Y,
5817,1880,USA,N,
5818,1880,INDIA,N,
5819,1880,INDIA,N,
5821,1880,INDIA,Y,
5822,1880,INDIA,Y,
5823,1880,AUSTRALIA,N,
5824,1880,AUSTRALIA,N,
5827,1880,SOLOMON ISLANDS,N,
5828,1880,NEW ZEALAND,N,
5829,1879,INDIA,Y,
5830,1879,AUSTRALIA,N,
5831,1879,SPAIN,N,
5832,1879,FIJI,N,
5833,1879,USA,N,
5834,1879,NEW ZEALAND,Y,
5836,1879,USA,Y,
5837,1878,AUSTRALIA,N,
5838,1878,INDONESIA,Y,
5840,1878,USA,N,
5841,1878,SOUTH ATLANTIC OCEAN,N,
5842,1878,SOUTH ATLANTIC OCEAN,Y,
5843,1878,USA,Y,
5844,1878,USA,Y,
5845,1878,PHILIPPINES,Y,
5846,1878,NEW GUINEA,N,
5847,1878,SOUTH AFRICA,Y,
5848,1878,BRAZIL,Y,
5849,1878,AUSTRALIA,Y,
5850,1877,FIJI,Y,
5851,1877,AUSTRALIA,N,
5852,1877,AUSTRALIA,Y,
5853,1877,AUSTRALIA,N,
5855,1877,AUSTRALIA,N,
5856,1877,AUSTRALIA,N,
5857,1877,ITALY,N,
5858,1877,FIJI,N,
5859,1877,AUSTRALIA,N,
5860,1877,AUSTRALIA,Y,
5861,1877,AUSTRALIA,N,
5863,1877,INDIA,N,
5864,1876,USA,Y,
5865,1876,GREECE,Y,
5866,1876,USA,N,
5867,1876,AUSTRALIA,Y,
5868,1876,AUSTRALIA,Y,
5869,1876,LEBANON,Y,
5870,1876,ENGLAND,N,
5871,1876,AUSTRALIA,N,
5872,1876,AUSTRALIA,Y,
5873,1875,AUSTRALIA,N,
5875,1875,NEW ZEALAND,Y,
5877,1874,AUSTRALIA,N,
5878,1875,AUSTRALIA,Y,
5879,1874,CROATIA,N,
5880,1874,FRANCE,N,
5881,1874,USA,N,
5882,1874,USA,N,
5883,1874,MEXICO,Y,
5884,1874,KIRIBATI,Y,
5886,1874,HONDURAS,Y,
5887,1874,CANADA,N,
5888,1874,TUVALU,Y,
5889,1874,AUSTRALIA,N,
5890,1873,USA,N,
5892,1873,AUSTRALIA,N,
5893,1873,CUBA,N,
5894,1872,INDIAN OCEAN?,Y,
5896,1872,BAHAMAS,Y,
5898,1872,USA,N,
5899,1872,AUSTRALIA,Y,
5901,1872,SOUTH ATLANTIC OCEAN,N,
5903,1871,USA,N,
5904,1871,USA,N,
5905,1871,SRI LANKA,N,
5907,1871,INDIA,Y,
5908,1871,AUSTRALIA,Y,
5909,1871,AUSTRALIA,N,
5910,1871,AUSTRALIA,N,
5911,1870,USA,N,
5912,1870,INDIA,N,
5913,1870,INDIA,N,
5914,1870,AUSTRALIA,N,
5915,1870,INDIA,N,
5916,1870,INDIA,N,
5917,1870,AUSTRALIA,N,
5919,1869,AUSTRALIA,N,
5921,1868,ITALY,Y,
5922,1868,INDIA,Y,
5923,1868,VIETNAM,Y,
5924,1868,AUSTRALIA,N,
5925,1868,AUSTRALIA,Y,
5926,1868,NEW ZEALAND,N,
5927,1867,EGYPT,Y,
5928,1867,MEXICO,Y,
5929,1867,CUBA,Y,
5930,1867,AUSTRALIA,N,
5931,1867,CUBA,Y,
5932,1866,USA,Y,
5934,1865,USA,N,
5935,1865,USA,Y,
5936,1865,SOUTH AFRICA,Y,
5937,1865,AUSTRALIA,N,
5938,1864,USA,Y,
5939,1864,FRANCE,N,
5940,1864,SCOTLAND,N,
5941,1864,USA,N,
5942,1864,MADAGASCAR,Y,
5943,1864,SPAIN,Y,
5944,1864,MAURITIUS,Y,
5946,1864,MAURITIUS,Y,
5947,1864,PANAMA,Y,
5948,1864,NEW ZEALAND,Y,
5949,1864,NEW ZEALAND,N,
5950,1864,INDONESIA,Y,
5952,1863,GUINEA,Y,
5953,1863,USA,N,
5954,1863,USA,N,
5955,1863,AUSTRALIA,Y,
5956,1863,AUSTRALIA,N,
5958,1863,AUSTRALIA,Y,
5959,1863,ANDAMAN ISLANDS,Y,
5960,1863,CEYLON,Y,
5961,1863,CEYLON,Y,
5962,1863,GREECE,Y,
5963,1862,NEW ZEALAND,N,
5964,1862,AUSTRALIA,Y,
5966,1862,SPAIN,N,
5968,1862,SPAIN,Y,
5969,1862,SPAIN,Y,
5970,1862,SPAIN,Y,
5971,1862,SOUTH AFRICA,N,
5972,1862,SOUTH AFRICA,N,
5973,1862,USA,N,
5974,1862,JAPAN,Y,
5975,1861,SINGAPORE,Y,
5976,1861,CUBA,N,
5977,1861,NEW ZEALAND,N,
5978,1861,EQUATORIAL GUINEA / CAMEROON,Y,
5979,1861,AUSTRALIA,N,
5980,1860,AUSTRALIA,N,
5981,1860,CANADA,Y,
5982,1860,USA,N,
5983,1860,NEW ZEALAND,N,
5984,1860,NEW ZEALAND,Y,
5985,1860,COOK ISLANDS,Y,
5986,1860,BAHAMAS,Y,
5987,1859,USA,Y,
5990,1858,TOBAGO,N,
5991,1858,AUSTRALIA,Y,
5992,1858,USA,Y,
5993,1858,TONGA,Y,
5994,1857,USA,Y,
5995,1856,FIJI,Y,
5997,1856,ENGLAND,Y,
5998,1856,AUSTRALIA,UNKNOWN,
5999,1855,AUSTRALIA,Y,
6000,1855,USA,N,
6002,1855,AUSTRALIA,Y,
6003,1855,AUSTRALIA,Y,
6004,1855,SOLOMON ISLANDS,Y,
6006,1853,AUSTRALIA,N,
6007,1853,USA,N,
6008,1853,USA,Y,
6009,1853,GREECE,N,
6010,1853,AUSTRALIA,Y,
6011,1853,USA,N,
6013,1853,USA,Y,
6015,1852,PACIFIC OCEAN,N,
6016,1852,AUSTRALIA,Y,
6017,1852,TONGA,Y,
6018,1852,USA,Y,
6020,1852,SOUTH AFRICA,Y,
6021,1852,SOUTH AFRICA,Y,
6022,1852,NEW ZEALAND,Y,
6023,1852,USA,Y,
6024,1851,MEXICO,Y,
6025,1851,USA,Y,
6026,1851,USA,N,
6027,1850,USA,Y,
6028,1850,NICARAGUA,Y,
6029,1849,AUSTRALIA,Y,
6030,1849,AUSTRALIA,Y,
6031,1849,PERU,Y,
6032,1849,AUSTRALIA,Y,
6033,1849,USA,Y,
6034,1849,USA,Y,
6036,1848,USA,N,
6038,1848,ENGLAND,N,
6039,1847,AUSTRALIA,N,
6040,1847,USA,N,
6041,1847,GREECE,Y,
6042,1847,USA,N,
6043,1847,AUSTRALIA,N,
6044,1847,MEXICO,Y,
6045,1847,AUSTRALIA,N,
6047,1847,USA,N,
6048,1846,MEXICO,Y,
6049,1846,AFRICA,Y,
6050,1846,CUBA,N,
6051,1845,AUSTRALIA,Y,
6052,1845,MEXICO,Y,
6053,1845,ENGLAND,N,
6054,1845,USA,Y,
6055,1845,USA,Y,
6056,1845,SIERRA LEONE,Y,
6057,1844,NAMIBIA,Y,
6058,1844,ALGERIA,Y,
6059,1844,Coast of AFRICA,Y,
6060,1844,MADAGASCAR,Y,
6061,1842,USA,N,
6062,1842,USA,N,
6063,1842,INDIA,Y,
6064,1842,AUSTRALIA,N,
6065,1841,AUSTRALIA,Y,
6066,1840,AUSTRALIA,Y,
6067,1840,FIJI,N,
6068,1840,USA,Y,
6069,1840,WEST INDIES,Y,
6070,1840,AUSTRALIA,N,
6072,1839,CUBA,Y,
6073,1839,AUSTRALIA,Y,
6074,1839,FIJI,N,
6075,1837,USA,N,
6076,1837,USA,N,
6077,1837,AUSTRALIA,Y,
6081,1836,AUSTRALIA,UNKNOWN,
6082,1835,VANUATU,Y,
6083,1835,TASMAN SEA,N,
6084,1834,FRENCH POLYNESIA,Y,
6085,1832,AUSTRALIA,N,
6086,1832,AUSTRALIA,N,
6087,1831,USA,Y,
6089,1830,USA,Y,
6090,1830,INDIA,Y,
6091,1830,INDIA,Y,
6093,1829,SIERRA LEONE,N,
6094,1829,USA,Y,
6095,1829,CARIBBEAN SEA,Y,
6096,1828,SIERRA LEONE,N,
6097,1828,USA,Y,
6098,1827,SIERRA LEONE,N,
6099,1827,SIERRA LEONE,N,
6100,1827,EGYPT,Y,
6101,1826,BRAZIL,N,
6102,1826,GHANA,Y,
6103,1826,CUBA,Y,
6105,1826,JAMAICA,Y,
6106,1825,AUSTRALIA,Y,
6107,1825,AUSTRALIA,N,
6109,1822,NIGERIA,Y,
6112,1817,USA,Y,
6113,1817,INDIA,Y,
6114,1817,SRI LANKA,Y,
6115,1817,SRI LANKA,N,
6116,1816,USA,Y,
6117,1815,TOBAGO,Y,
6118,1812,ENGLAND,N,
6120,1810,USA,Y,
6121,1808,JAMAICA,Y,
6123,1808,INDIA,Y,
6124,1807,AUSTRALIA,N,
6127,1804,AUSTRALIA,N,
6128,1803,USA,N,
6129,1803,AUSTRALIA,N,
6130,1802,INDIA,Y,
6132,1800,SEYCHELLES,Y,
6134,1792,ENGLAND,Y,
6135,1791,AUSTRALIA,Y,
6136,1788,AUSTRALIA,N,
6138,1786,BARBADOS,Y,
6139,1785,ENGLAND,Y,
6140,1784,JAMAICA,Y,
6141,1783,MARTINIQUE,Y,
6142,1780,USA,Y,
6143,1779,USA,Y,
6144,1776,GUINEA,Y,
6145,1776,GREENLAND,Y,
6146,1771,USA,Y,
6148,1764,SPAIN,Y,
6149,1758,MEDITERRANEAN SEA,N,
6150,1753,JAMAICA,Y,
6151,1751,USA,Y,
6152,1749,CUBA,N,
6153,1755,SWEDEN,UNKNOWN,
6154,1748,PANAMA,Y,
6156,1738,ITALY,Y,
6159,1721,ITALY,Y,
6160,1703,BARBADOS,N,
6161,1700,FRANCE,Y,
6162,1700,FRANCE,N,
6163,1700,BARBADOS,Y,
6166,1637,INDIA,UNKNOWN,
6167,1617,INDIA,UNKNOWN,
6168,1642,USA,Y,
6169,1595,INDIA,UNKNOWN,
6170,1580,Between PORTUGAL & INDIA,Y,
6172,1554,FRANCE,UNKNOWN,
6173,1543,VENEZUELA,Y,
6174,500,MEXICO,N,
6176,5,AUSTRALIA,N,
